vocabulary,ch_meaning,en_meaning,equation_1,equation_2,list,id
obtrusive,adj.扎眼的，难看显眼的,noticeable in an unpleasant,obtrusive = conspicuous + unwelcome,obtrusive = prominent + intrusive,list20,1300
parity,n.相称，同等，平等,being equal,parity = equality + fairness,parity = equal status + equal treatment,list21,1301
overbearing,adj.专横傲慢的,arrogant,overbearing = domineering + arrogant,overbearing = controlling + overpowering,list23,1302
obliterate,vt.除去,remove,obliterate = destroy + utterly,obliterate = annihilate + erase,list25,1303
ostentatious,adj.炫耀卖弄的,conspicuous pretentious,ostentatious = showy + pretentious,ostentatious = flashy + extravagant,list25,1304
oscillate,vt.犹豫，变化,vary,oscillate = swing + back-and-forth,oscillate = move + rhythmically,list26,1305
patina,n.外表；n.(由内而外散发的)氛围，气场,1. superficial; 2. appearance or aura,,,,1306
patrician,n.贵族，名门望族；adj.贵族的，地位高的,1. a man of high birth; 2. of high birth,,,,1307
patriot,n.爱国者,one who loves his country,,,,1308
province,n.职能范围,field of activity or authority,,,,1309
pandemic,adj.大范围流行的,widespread,pandemic = widespread + disease,pandemic = nationwide + infectious,list29,1265
peck,n.大量；v.(不情愿地)小口咬,1. a considerable amount; 2. eat in small bites,,,,1310
pedagogue,n.教育者，老师,a person who giving formal instruction,,,,1311
pedant,n.书呆子，墨守成规之人,one to sticks to formal rules,,,,1312
predestine,vt.预先注定,in advance,,,,1313
peep,n.一瞥,a brief look,,,,1314
peeve,v.打扰，惹恼,disdurb the peace of mind,,,,1315
penury,n.贫穷；n.吝啬，节俭,1. extreme dearth; 2. extreme frigality,,,,1317
perambulate,v.徒步穿越，走过,travel over,,,,1318
perfidy,n.不忠，背信弃义,disloyal,,,,1319
perforate,v.打孔，穿透,make a hole through,,,,1320
perimeter,n.边界，界限,the outer limit,,,,1321
periodical,adj.周期性的，有固定间隔的,occuring at regular intervals,,,,1322
perish,vi.死亡，消亡,cease to exist,,,,1323
permanent,adj.永恒的,continuing or enduring,,,,1324
perpetual,adj.永恒的，不断的,continuing forever,,,,1325
persecute,v.迫害，折磨,cause suffering to,,,,1326
persiflage,n.打趣,teasing,,,,1327
persistence,n.坚持，持续,lasting existence,,,,1328
perspicuity,n.清晰明了,clearness and lucidity,,,,1330
pervade,v.弥漫，充满,be present throughout,,,,1331
petition,n.请愿，正式的申请；申请书；v.(尤指正式地)请求,1. a solumn request; 2. make a request,,,,1332
philanthropic,adj.博爱的，为他人着想的,showing a concern for the welfare of others,,,,1333
piddling,adj.微不足道的,so trifling or trivial,,,,1334
piebald,adj.混合的，杂糅而成的,consisting of different colors,,,,1335
pigment,n.颜料；v.给…上颜色,1. a subsance that imparts a color; 2. to color with,,,,1336
pilot,adj.初步的，试验性的；v.带领通过,1. seving as a tentative model; 2. lead over a difficult course,,,,1338
pinpoint,adj.非常精确的；v.精确定位或确认,1. located with extreme precision; 2. identify with precision,,,,1340
piquant,adj.令人振奋的,provocative,,,,1341
pirate,v.盗版，盗用,take without actual right,,,,1342
pitiless,adj.没有同情心的,devoid of pity,,,,1343
pittance,n.少量津贴,a small portion,,,,1344
plangent,adj.凄凉的，哀伤的,plaintive,,,,1345
plateau,n.高原；n.稳定时期，平台期,1. raised above area or land; 2. a stable level,,,,1347
platitude,n.陈词滥调,a banal statement,,,,1348
prolong,v.延长，拖延,lengthen in extent,,,,1349
philistine,n.市侩(注重物质而鄙视智慧或艺术的人),a person guided by materialism,philistine = uncultured + indifferent,philistine = anti-intellectual + artless,list2,1350
pliable,adj.易弯曲的，柔软的；adj.易受影响的，温顺的,1. suppple; 2. easily influenced,pliable = flexible + bendable,pliable = malleable + supple,list3,1351
phenomenal,adj.不寻常的，非凡的,being out of the ordinary,phenomenal = exceptional + outstanding,phenomenal = extraordinary + remarkable,list5,1352
pernicious,adj.有害的,highly injurious,pernicious = harmful + gradual,pernicious = destructive + subtle,list10,1353
petrify,v.使僵化，使失去活力,become stiff,petrify = terrify + paralyze,petrify = frighten + immobilize,list11,1354
plausible,adj.可信的,reasonable,plausible = reasonable + believable,plausible = probable + convincing,list11,1355
peripatetic,adj.巡游的，四处游历的,walking from place to place,peripatetic = traveling + place to place,peripatetic = itinerant + short-term,list13,1356
perfunctory,adj.敷衍的，呵呵的,routine and supreficial,perfunctory = routine + minimal effort,perfunctory = automatic + unenthusiastic,list14,1357
penance,n.忏悔,regret,penance = self-punishment + repentance,penance = atonement + suffering,list14,1358
permeable,adj.可渗透的,capable of being penetrated,permeable = passable + porous,permeable = absorbent + penetrable,list17,1359
petty,adj.细微的，不重要的,of small importance,petty = minor + trivial,petty = insignificant + unimportant,list18,1360
peruse,v.细读,examine with great care,peruse = read + carefully,peruse = examine + text,list18,1361
pique,v.激起，刺激,excite or arouse,pique = stimulate + interest,pique = arouse + curiosity,list18,1362
pine,v.渴望，奢望,yearn intensely,pine = yearn + longing,pine = decline + sorrow,list18,1363
penitent,adj.悔过的,regretful,penitent = regretful + sorry,penitent = remorseful + apologetic,list20,1364
polymath,n.学识渊博的人，博学者,encyclopedic learning,polymath = knowledgeable + diverse fields,polymath = scholar + versatile expertise,list20,1365
paucity,n.少量，缺乏,dearth,paucity = scarcity + insufficient amount,paucity = lack + few,list20,1366
pithy,adj.精练的，简洁的,forceful and brief,pithy = concise + forceful,pithy = compact + meaningful,list22,1367
pilfer,v.偷窃,steal,pilfer = steal + small items,pilfer = swipe + minor theft,list23,1368
pertain,v.有关联,have a relation,pertain = relate + context,pertain = belong + part,list24,1369
pejorative,adj.轻蔑的，贬低的,disparaging,pejorative = negative + disapproval,pejorative = disparaging + term,list24,1370
pellucid,adj.清晰明确的，易懂的,transparently clear,pellucid = transparent + clear,pellucid = crystal clear + lucid,list24,1371
placebo,n.安慰性的事物,something used to appease another,placebo = inactive substance + control,placebo = no effect + comparison,list25,1372
precocious,adj.早熟的,before the usual,precocious = early development + advanced,precocious = ahead of age + mature,list26,1373
pliant,adj.易弯曲的；adj.顺从的,1. easily bent; 2. yielding to influence,,,,1374
pluck,n.敢于面对困难的勇气,resourceful courage,,,,1375
plumb,adj.完全的，绝对的；v.仔细深入地检查；探索，探究,1. having no exceptions; 2. examine closely,,,,1376
plump,adj.丰满的；v.鼎力支持，赞不绝口,1. well-rounded; 2. give full support,,,,1377
plaintive,adj.悲伤的,expressing suffering,plaintive = sorrowful + mournful,plaintive = melancholy + sad,list28,1316
pillory,v.当众嘲弄,expose to public contempt,pillory = criticize + publicly,pillory = mock + expose,list30,1337
polished,adj.有教养的,showing a high degree of refinement,,,,1378
ponderable,adj.值得考虑的，有价值的,considerable enough to be weighed,,,,1379
pontificate,v.傲慢地做或说,speak in a pompous way,,,,1380
pore,v.仔细浏览，仔细研究,read or study attentively,,,,1381
poseur,n.故作姿态、不真诚的人,an affected or insincere person,,,,1383
potable,n.饮品，尤指有酒精饮料；adj.适于饮用的,1. a beverage; 2. suitable for drinking,,,,1385
potentate,n.有权势的人,one who has the power,,,,1386
potentiate,v.加强，激活,make more active,,,,1387
pout,v.(尤指撅嘴或板着脸)表示不悦,show displeasure,,,,1388
premium,adj.高端的,of superior high quality,,,,1389
prate,v.闲聊，空谈,talk idly,,,,1390
preach,v.传道，布道,deliever a sermon,,,,1391
precedent,n.先例，前例；adj.先前的,1. an earlier occurrence; 2. cause to happen,,,,1392
precipitation,n.仓促；n.沉积物，尤指降水,1. disorderly speed; 2. a deposit,,,,1393
precipitous,adj.非常陡峭的；adj.匆忙的,1. very steep; 2. acting with careless speed,,,,1394
preen,v.打扮修饰,dress oneself with elaborate care,,,,1395
preface,n.序言,a preliminary statement,,,,1396
pregnant,adj.重要的，意味深长的,full of meaning,,,,1397
preoccupation,n.非常关心，全神贯注,extreme concern with something,,,,1398
preposterous,adj.荒谬的，不符合常理的,contrary to common sense,,,,1400
prescience,n.预知，先见,knowledge of actions before they occur,,,,1401
prescription,n.处方；n.规定，传统的规矩,1. a written message from a doctor; 2. something prescribed as a rule,,,,1402
pretense,n.虚假，伪装；n.自大，优越感,1. the act of pretending; 2. an exaggerated sense of one's importance,,,,1403
primordial,adj.原始的，最初的,happening first,,,,1405
primp,v.精心打扮,adorn,,,,1406
peddle,v.叫卖，兜售,sell,,,,1407
privation,n.缺乏，穷困,lack of what is needed for existence,,,,1408
procrastinate,v.(因为懒散)拖延,put off,,,,1410
prod,v.促使…行动,try to persuade,,,,1411
profane,v.亵渎,treat with abuse,,,,1413
prohibitive,adj.(价格高得)抑制购买的,discourage purhcase,,,,1414
prologue,n.序言,the preface,,,,1415
proficient,adj.熟练的，精通的,marked by an advanced degree of competence,proficient = skilled + competent,proficient = expert + knowledgeable,list3,1416
plodding,n.无聊的，单调乏味的,dull and monotonous,plodding = tedious + laborious,plodding = slow + unexciting,list3,1417
prodigious,adj.巨大的；adj.惊人的，了不起的,1. enormous; 2. causing astounishmeny,prodigious = enormous + extraordinary,prodigious = vast + astonishing,list4,1418
predecessor,n.前任，先辈,a person who has previous occupied a position,predecessor = former holder + previous occupant,predecessor = antecedent + forerunner,list7,1419
predilection,n.爱好，偏袒,a disposition in favor of something,predilection = preference + liking,predilection = inclination + favor,list9,1420
proliferate,v.快速繁殖；激增,grow or multiply rapidly,proliferate = multiply + increase rapidly,proliferate = expand + escalate,list12,1421
plunge,v.突然下降,descend suddenly,plunge = dive + leap,plunge = jump + immerse,list11,1422
preempt,v.预先占有,seize before others,preempt = forestall + prevent,preempt = seize + secure in advance,list12,1423
presage,n.征兆；v.预示，预言,1. a warning of future event; 2. foretell or predict,presage = omen + warning,presage = foretell + indication,list13,1424
profusion,n.丰富，大量,abundance,profusion = abundance + large quantity,profusion = plenty + excess,list13,1425
probe,v./n.深入调查,a penetrating investigation,probe = examine + explore,probe = investigate + inspect,list15,1426
preternatural,adj.超乎寻常的,surpassing the usual,preternatural = extraordinary + unnatural,preternatural = supernatural + exceptional,list15,1427
prestige,n.声望，威望,the level of respect,prestige = respect + admiration,prestige = esteem + reputation,list18,1428
polemic,n.争执,a controversial argument,polemic = argument + criticism,polemic = controversial debate + attack,list20,1429
posit,v.假定，断定,assume the existence of,posit = assume + suggest,posit = hypothesis + present,list22,1430
posture,v.故作姿态，装模作样,assume a pretended attitude,posture = attitude + approach,posture = stance + perspective,list22,1431
preeminent,adj.优秀的，重要的,having paramount rank,preeminent = superior + distinguished,preeminent = leading + outstanding,list22,1432
primitive,adj.原始的,belonging to an early level,primitive = early + basic,primitive = ancient + rudimentary,list22,1433
preponderant,adj.占优势的，更重要的,having superior importance,preponderant = predominant + influence,preponderant = majority + dominant,list24,1434
procure,v.获得，取得,get possession of,procure = obtain + effort,procure = acquire + secure,list24,1435
pompous,adj.浮夸的；adj.傲慢的,1. excessively ornate; 2. having self-importance,pompous = arrogant + pretentious,pompous = self-important + bombastic,list26,1436
pristine,adj.纯净的，质朴的，未被文明腐蚀的,remaining in a pure state,pristine = original + unspoiled,pristine = untouched + pure,list26,1437
propagate,v.传播，宣传,spread out,,,,1438
propensity,n.倾向，癖好,a natural inclination,,,,1439
propriety,n.适当，得体,the quality of being suitable or fitting,,,,1440
prosecution,n.实行，执行,the doing of an action,,,,1441
prospect,v.探查，勘探,go into discovery,,,,1442
prosperous,adj.成功的，繁盛的,marked by vigorous growth,,,,1443
portentous,adj.预兆性的，凶兆的,showing a sign of evil,portentous = ominous + forewarning,portentous = significant + predictive,list28,1382
prodigal,adj.挥霍的；n.败家子,1. reckless spendthrift; 2. someone who spends money freely,prodigal = wasteful + extravagant,prodigal = lavish + spendthrift,list29,1412
prognosis,n.预兆,a declaration that something will happen in the future,prognosis = medical forecast + outcome,prognosis = health prediction + disease course,list30,1404
prostrate,adj./vt.平躺(的)/使平躺；adj./v.衰弱的/使衰竭,1. lying flat; 2. reduce to extreme weakness,,,,1444
protrude,v.突出,project,,,,1447
protuberant,adj.隆起的，凸出的,thrusting out,,,,1448
provisory,adj.有附带条件的；临时的,conditional,,,,1451
provoke,vt.激怒；vt.驱使，激起,1. incite anger; 2. stir feeling,,,,1452
prowl,v.巡游以猎取食物；徘徊,roam through,,,,1453
prude,n.过分正经的人：一个过分关心自己是否得体、谦逊或正确的人,greatly concerned with seemly behavior and morality,,,,1454
prudish,adj.过分守礼的,prudery,,,,1455
pry,vi.刺探，打听,inquire closely,,,,1456
puckish,adj.淘气的，顽皮的,mischievous,,,,1457
puissance,n.权力,power,,,,1458
pulchritude,n.美丽,beauty,,,,1459
pulverize,vt.将…研磨成粉；将…彻底摧毁,crush to dust,,,,1460
permeate,v.弥漫，渗透,spread throughout,,,,1461
pundit,n.权威人士，专家,who gives authoritive opinions,,,,1462
pungent,adj.辛辣的，讽刺的,use of wit to cause hurt feelings,,,,1463
puny,adj.微小的，弱小的,weak,,,,1464
purlieu,n.常去的地方；n.临近的地区,1. place for socializing; 2. adjoining region,,,,1465
purloin,vt.偷窃,steal,,,,1466
purvey,v.(大量)供给，供应,supply,,,,1467
pusillanimous,adj.懦弱的，胆小得令人鄙视的,timidity,,,,1468
quail,vi.胆怯，畏缩,cower,,,,1469
quarantine,n.隔离,isolation,,,,1470
quota,n.配额，限额,poroportional,,,,1473
rabble,n.混乱的人群；暴民；下层民众,disorganized corwd of people,,,,1474
